Model,Dealer Group,Year,Month,Week,Forecast,Sellout
Product 7,Dealer Group 2,2021,9,38,,23
Product 8,Dealer Group 2,2021,9,38,,517
Product 6,Dealer Group 7,2021,9,38,,957
Product 6,Dealer Group 6,2021,9,38,,29
Product 9,Dealer Group 3,2021,9,38,,0
Product 2,Dealer Group 6,2021,9,38,,28
Product 3,Dealer Group 2,2021,9,38,,25
Product 7,Dealer Group 3,2021,9,38,,0
Product 3,Dealer Group 1,2021,9,38,,0
Product 1,Dealer Group 2,2021,9,38,,1374
Product 5,Dealer Group 2,2021,9,38,,946
Product 8,Dealer Group 3,2021,9,38,,0
Product 6,Dealer Group 1,2021,9,38,,2026
Product 9,Dealer Group 6,2021,9,38,,14
Product 6,Dealer Group 4,2021,9,38,,30
Product 2,Dealer Group 3,2021,9,38,,0
Product 1,Dealer Group 5,2021,9,38,,0
Product 7,Dealer Group 5,2021,9,38,,0
Product 5,Dealer Group 6,2021,9,38,,4
Product 5,Dealer Group 7,2021,9,38,,173
Product 1,Dealer Group 3,2021,9,38,,1
Product 6,Dealer Group 5,2021,9,38,,0
Product 9,Dealer Group 5,2021,9,38,,0
Product 5,Dealer Group 8,2021,9,38,,119
Product 7,Dealer Group 6,2021,9,38,,0
Product 2,Dealer Group 7,2021,9,38,,745
Product 2,Dealer Group 1,2021,9,38,,0
Product 9,Dealer Group 1,2021,9,38,,59
Product 9,Dealer Group 2,2021,9,38,,408
Product 3,Dealer Group 7,2021,9,38,,0
Product 7,Dealer Group 1,2021,9,38,,0
Product 2,Dealer Group 8,2021,9,38,,2851
Product 3,Dealer Group 8,2021,9,38,,2257
Product 3,Dealer Group 6,2021,9,38,,0
Product 5,Dealer Group 1,2021,9,38,,452
Product 6,Dealer Group 8,2021,9,38,,3568
Product 8,Dealer Group 7,2021,9,38,,61
Product 4,Dealer Group 4,2021,9,38,,0
Product 4,Dealer Group 3,2021,9,38,,0
Product 8,Dealer Group 4,2021,9,38,,0
Product 4,Dealer Group 5,2021,9,38,,0
Product 2,Dealer Group 2,2021,9,38,,1088
Product 4,Dealer Group 2,2021,9,38,,847
Product 5,Dealer Group 3,2021,9,38,,0
Product 5,Dealer Group 5,2021,9,38,,0
Product 2,Dealer Group 5,2021,9,38,,0
Product 4,Dealer Group 6,2021,9,38,,5
Product 1,Dealer Group 1,2021,9,38,,996
Product 3,Dealer Group 4,2021,9,38,,71
Product 9,Dealer Group 8,2021,9,38,,0
Product 6,Dealer Group 3,2021,9,38,,1
Product 6,Dealer Group 1,2021,9,39,,1758
Product 1,Dealer Group 2,2021,9,39,,1327
Product 9,Dealer Group 6,2021,9,39,,8
Product 3,Dealer Group 3,2021,9,39,,2
Product 2,Dealer Group 4,2021,9,39,,58
Product 9,Dealer Group 8,2021,9,39,,2
Product 2,Dealer Group 3,2021,9,39,,0
Product 8,Dealer Group 6,2021,9,39,,25
Product 8,Dealer Group 3,2021,9,39,,0
Product 5,Dealer Group 4,2021,9,39,,30
Product 9,Dealer Group 5,2021,9,39,,0
Product 2,Dealer Group 5,2021,9,39,,0
Product 9,Dealer Group 1,2021,9,39,,82
Product 4,Dealer Group 2,2021,9,39,,820
Product 1,Dealer Group 7,2021,9,39,,768
Product 1,Dealer Group 5,2021,9,39,,0
Product 1,Dealer Group 6,2021,9,39,,41
Product 3,Dealer Group 7,2021,9,39,,0
Product 4,Dealer Group 8,2021,9,39,,1586
Product 4,Dealer Group 4,2021,9,39,,0
Product 3,Dealer Group 5,2021,9,39,,0
Product 2,Dealer Group 2,2021,9,39,,1072
Product 8,Dealer Group 2,2021,9,39,,550
Product 5,Dealer Group 7,2021,9,39,,113
Product 6,Dealer Group 4,2021,9,39,,32
Product 7,Dealer Group 2,2021,9,39,,37
Product 7,Dealer Group 3,2021,9,39,,0
Product 6,Dealer Group 6,2021,9,39,,33
Product 1,Dealer Group 1,2021,9,39,,1038
Product 8,Dealer Group 1,2021,9,39,,76
Product 7,Dealer Group 4,2021,9,39,,3
Product 4,Dealer Group 6,2021,9,39,,3
Product 4,Dealer Group 1,2021,9,39,,296
Product 3,Dealer Group 2,2021,9,39,,17
Product 9,Dealer Group 3,2021,9,39,,0
Product 5,Dealer Group 2,2021,9,39,,770
Product 3,Dealer Group 8,2021,9,39,,2209
Product 4,Dealer Group 5,2021,9,39,,0
Product 4,Dealer Group 7,2021,9,39,,17
Product 3,Dealer Group 1,2021,9,39,,0
Product 6,Dealer Group 2,2021,9,39,,994
Product 9,Dealer Group 4,2021,9,39,,10
Product 2,Dealer Group 6,2021,9,39,,17
Product 8,Dealer Group 4,2021,9,39,,0
Product 6,Dealer Group 7,2021,9,39,,1011
Product 5,Dealer Group 8,2021,9,39,,133
Product 5,Dealer Group 1,2021,9,39,,447
Product 7,Dealer Group 1,2021,9,39,,0
Product 1,Dealer Group 8,2021,9,39,,0
Product 6,Dealer Group 5,2021,9,39,,0
Product 2,Dealer Group 1,2021,9,39,,0
Product 5,Dealer Group 5,2021,9,39,,0
Product 7,Dealer Group 8,2021,9,39,,598
Product 3,Dealer Group 4,2021,9,39,,68
Product 2,Dealer Group 8,2021,9,39,,2871
Product 6,Dealer Group 3,2021,9,39,,2
Product 3,Dealer Group 6,2021,9,39,,1
Product 7,Dealer Group 6,2021,9,39,,0
Product 6,Dealer Group 8,2021,9,39,,3764
Product 1,Dealer Group 3,2021,9,39,,0
Product 7,Dealer Group 5,2021,9,39,,0
Product 2,Dealer Group 7,2021,9,39,,646
Product 8,Dealer Group 7,2021,9,39,,89
Product 4,Dealer Group 3,2021,9,39,,1
Product 9,Dealer Group 2,2021,9,39,,390
Product 7,Dealer Group 7,2021,9,39,,0
Product 5,Dealer Group 3,2021,9,39,,2
Product 5,Dealer Group 6,2021,9,39,,2
Product 6,Dealer Group 7,2021,10,40,,980
Product 2,Dealer Group 1,2021,10,40,,0
Product 6,Dealer Group 5,2021,10,40,,0
Product 3,Dealer Group 4,2021,10,40,,63
Product 3,Dealer Group 5,2021,10,40,,0
Product 1,Dealer Group 6,2021,10,40,,35
Product 1,Dealer Group 8,2021,10,40,,0
Product 5,Dealer Group 8,2021,10,40,,151
Product 6,Dealer Group 8,2021,10,40,,4314
Product 6,Dealer Group 2,2021,10,40,,997
Product 5,Dealer Group 4,2021,10,40,,30
Product 2,Dealer Group 8,2021,10,40,,2617
Product 4,Dealer Group 8,2021,10,40,,1651
Product 8,Dealer Group 1,2021,10,40,,74
Product 4,Dealer Group 7,2021,10,40,,59
Product 7,Dealer Group 7,2021,10,40,,0
Product 2,Dealer Group 5,2021,10,40,,0
Product 3,Dealer Group 8,2021,10,40,,2290
Product 4,Dealer Group 6,2021,10,40,,6
Product 4,Dealer Group 5,2021,10,40,,0
Product 7,Dealer Group 8,2021,10,40,,620
Product 9,Dealer Group 2,2021,10,40,,400
Product 2,Dealer Group 6,2021,10,40,,24
Product 6,Dealer Group 3,2021,10,40,,0
Product 6,Dealer Group 1,2021,10,40,,1042
Product 5,Dealer Group 7,2021,10,40,,65
Product 7,Dealer Group 3,2021,10,40,,0
Product 3,Dealer Group 6,2021,10,40,,0
Product 7,Dealer Group 1,2021,10,40,,0
Product 1,Dealer Group 2,2021,10,40,,1370
Product 5,Dealer Group 3,2021,10,40,,0
Product 9,Dealer Group 8,2021,10,40,,2
Product 2,Dealer Group 3,2021,10,40,,1
Product 8,Dealer Group 7,2021,10,40,,65
Product 4,Dealer Group 1,2021,10,40,,436
Product 7,Dealer Group 2,2021,10,40,,30
Product 3,Dealer Group 7,2021,10,40,,0
Product 2,Dealer Group 4,2021,10,40,,64
Product 1,Dealer Group 1,2021,10,40,,1005
Product 5,Dealer Group 1,2021,10,40,,512
Product 5,Dealer Group 2,2021,10,40,,818
Product 3,Dealer Group 3,2021,10,40,,1
Product 4,Dealer Group 3,2021,10,40,,0
Product 5,Dealer Group 6,2021,10,40,,4
Product 7,Dealer Group 4,2021,10,40,,4
Product 1,Dealer Group 5,2021,10,40,,0
Product 7,Dealer Group 6,2021,10,40,,2
Product 3,Dealer Group 1,2021,10,40,,0
Product 1,Dealer Group 3,2021,10,40,,0
Product 4,Dealer Group 4,2021,10,40,,0
Product 9,Dealer Group 4,2021,10,40,,18
Product 8,Dealer Group 2,2021,10,40,,592
Product 7,Dealer Group 5,2021,10,40,,0
Product 9,Dealer Group 5,2021,10,40,,0
Product 8,Dealer Group 6,2021,10,40,,18
Product 5,Dealer Group 5,2021,10,40,,0
Product 9,Dealer Group 3,2021,10,40,,2
Product 1,Dealer Group 7,2021,10,40,,809
Product 9,Dealer Group 6,2021,10,40,,13
Product 2,Dealer Group 7,2021,10,40,,658
Product 9,Dealer Group 1,2021,10,40,,84
Product 3,Dealer Group 2,2021,10,40,,8
Product 8,Dealer Group 4,2021,10,40,,0
Product 6,Dealer Group 6,2021,10,40,,33
Product 4,Dealer Group 2,2021,10,40,,884
Product 8,Dealer Group 3,2021,10,40,,0
Product 6,Dealer Group 4,2021,10,40,,29
Product 2,Dealer Group 2,2021,10,40,,1154
Product 7,Dealer Group 6,2021,10,41,,2
Product 9,Dealer Group 4,2021,10,41,,10
Product 1,Dealer Group 1,2021,10,41,,1085
Product 2,Dealer Group 2,2021,10,41,,1058
Product 8,Dealer Group 4,2021,10,41,,0
Product 8,Dealer Group 7,2021,10,41,,75
Product 2,Dealer Group 8,2021,10,41,,2601
Product 6,Dealer Group 2,2021,10,41,,1059
Product 7,Dealer Group 4,2021,10,41,,2
Product 4,Dealer Group 7,2021,10,41,,87
Product 2,Dealer Group 1,2021,10,41,,0
Product 5,Dealer Group 1,2021,10,41,,433
Product 5,Dealer Group 4,2021,10,41,,27
Product 5,Dealer Group 8,2021,10,41,,177
Product 6,Dealer Group 8,2021,10,41,,3817
Product 7,Dealer Group 5,2021,10,41,,0
Product 5,Dealer Group 7,2021,10,41,,48
Product 5,Dealer Group 2,2021,10,41,,771
Product 9,Dealer Group 2,2021,10,41,,382
Product 3,Dealer Group 4,2021,10,41,,49
Product 3,Dealer Group 6,2021,10,41,,1
Product 6,Dealer Group 7,2021,10,41,,1003
Product 3,Dealer Group 3,2021,10,41,,0
Product 1,Dealer Group 6,2021,10,41,,49
Product 2,Dealer Group 4,2021,10,41,,58
Product 9,Dealer Group 1,2021,10,41,,105
Product 7,Dealer Group 3,2021,10,41,,0
Product 4,Dealer Group 1,2021,10,41,,248
Product 5,Dealer Group 5,2021,10,41,,0
Product 4,Dealer Group 6,2021,10,41,,0
Product 8,Dealer Group 1,2021,10,41,,80
Product 3,Dealer Group 1,2021,10,41,,0
Product 7,Dealer Group 8,2021,10,41,,852
Product 4,Dealer Group 5,2021,10,41,,0
Product 9,Dealer Group 5,2021,10,41,,0
Product 3,Dealer Group 5,2021,10,41,,0
Product 6,Dealer Group 5,2021,10,41,,0
Product 9,Dealer Group 8,2021,10,41,,1
Product 5,Dealer Group 6,2021,10,41,,1
Product 3,Dealer Group 7,2021,10,41,,0
Product 4,Dealer Group 8,2021,10,41,,1669
Product 6,Dealer Group 3,2021,10,41,,1
Product 4,Dealer Group 2,2021,10,41,,883
Product 7,Dealer Group 7,2021,10,41,,0
Product 7,Dealer Group 2,2021,10,41,,11
Product 3,Dealer Group 2,2021,10,41,,19
Product 9,Dealer Group 6,2021,10,41,,15
Product 9,Dealer Group 3,2021,10,41,,0
Product 1,Dealer Group 8,2021,10,41,,0
Product 5,Dealer Group 3,2021,10,41,,0
Product 8,Dealer Group 3,2021,10,41,,0
Product 4,Dealer Group 4,2021,10,41,,-1
Product 1,Dealer Group 3,2021,10,41,,0
Product 3,Dealer Group 8,2021,10,41,,2137
Product 8,Dealer Group 6,2021,10,41,,19
Product 6,Dealer Group 1,2021,10,41,,1864
Product 1,Dealer Group 7,2021,10,41,,832
Product 2,Dealer Group 5,2021,10,41,,0
Product 6,Dealer Group 6,2021,10,41,,32
Product 8,Dealer Group 2,2021,10,41,,637
Product 1,Dealer Group 5,2021,10,41,,0
Product 2,Dealer Group 6,2021,10,41,,31
Product 2,Dealer Group 3,2021,10,41,,2
Product 4,Dealer Group 3,2021,10,41,,0
Product 2,Dealer Group 7,2021,10,41,,945
Product 1,Dealer Group 2,2021,10,41,,1499
Product 6,Dealer Group 4,2021,10,41,,30
Product 7,Dealer Group 1,2021,10,41,,0
Product 4,Dealer Group 4,2021,10,42,,0
Product 7,Dealer Group 5,2021,10,42,,0
Product 6,Dealer Group 6,2021,10,42,,32
Product 9,Dealer Group 8,2021,10,42,,4
Product 3,Dealer Group 1,2021,10,42,,0
Product 4,Dealer Group 1,2021,10,42,,255
Product 9,Dealer Group 1,2021,10,42,,75
Product 8,Dealer Group 7,2021,10,42,,137
Product 2,Dealer Group 2,2021,10,42,,1573
Product 3,Dealer Group 2,2021,10,42,,16
Product 8,Dealer Group 2,2021,10,42,,815
Product 6,Dealer Group 5,2021,10,42,,0
Product 7,Dealer Group 2,2021,10,42,,21
Product 1,Dealer Group 1,2021,10,42,,1447
Product 9,Dealer Group 2,2021,10,42,,383
Product 6,Dealer Group 4,2021,10,42,,35
Product 9,Dealer Group 4,2021,10,42,,8
Product 3,Dealer Group 6,2021,10,42,,0
Product 4,Dealer Group 5,2021,10,42,,0
Product 3,Dealer Group 4,2021,10,42,,39
Product 5,Dealer Group 2,2021,10,42,,860
Product 3,Dealer Group 3,2021,10,42,,0
Product 2,Dealer Group 4,2021,10,42,,45
Product 5,Dealer Group 5,2021,10,42,,0
Product 4,Dealer Group 8,2021,10,42,,1673
Product 3,Dealer Group 7,2021,10,42,,0
Product 5,Dealer Group 7,2021,10,42,,24
Product 2,Dealer Group 7,2021,10,42,,601
Product 4,Dealer Group 3,2021,10,42,,0
Product 6,Dealer Group 3,2021,10,42,,0
Product 1,Dealer Group 5,2021,10,42,,0
Product 5,Dealer Group 3,2021,10,42,,1
Product 1,Dealer Group 6,2021,10,42,,60
Product 8,Dealer Group 3,2021,10,42,,2
Product 9,Dealer Group 3,2021,10,42,,2
Product 9,Dealer Group 6,2021,10,42,,10
Product 8,Dealer Group 1,2021,10,42,,97
Product 4,Dealer Group 7,2021,10,42,,58
Product 7,Dealer Group 8,2021,10,42,,1483
Product 7,Dealer Group 4,2021,10,42,,4
Product 5,Dealer Group 4,2021,10,42,,27
Product 2,Dealer Group 5,2021,10,42,,0
Product 8,Dealer Group 6,2021,10,42,,22
Product 4,Dealer Group 2,2021,10,42,,818
Product 7,Dealer Group 1,2021,10,42,,0
Product 5,Dealer Group 6,2021,10,42,,1
Product 7,Dealer Group 6,2021,10,42,,1
Product 9,Dealer Group 5,2021,10,42,,0
Product 1,Dealer Group 7,2021,10,42,,892
Product 3,Dealer Group 8,2021,10,42,,2180
Product 5,Dealer Group 1,2021,10,42,,437
Product 3,Dealer Group 5,2021,10,42,,0
Product 2,Dealer Group 6,2021,10,42,,14
Product 1,Dealer Group 3,2021,10,42,,0
Product 1,Dealer Group 4,2021,10,42,,0
Product 4,Dealer Group 6,2021,10,42,,0
Product 7,Dealer Group 3,2021,10,42,,0
Product 8,Dealer Group 4,2021,10,42,,0
Product 1,Dealer Group 2,2021,10,42,,2171
Product 2,Dealer Group 3,2021,10,42,,0
Product 2,Dealer Group 8,2021,10,42,,2714
Product 5,Dealer Group 8,2021,10,42,,182
Product 6,Dealer Group 8,2021,10,42,,3873
Product 7,Dealer Group 7,2021,10,42,,0
Product 2,Dealer Group 1,2021,10,42,,0
Product 6,Dealer Group 1,2021,10,42,,1832
Product 6,Dealer Group 7,2021,10,42,,948
Product 1,Dealer Group 8,2021,10,42,,0
Product 6,Dealer Group 2,2021,10,42,,991
Product 4,Dealer Group 5,2021,10,43,,0
Product 1,Dealer Group 8,2021,10,43,,0
Product 4,Dealer Group 2,2021,10,43,,865
Product 1,Dealer Group 7,2021,10,43,,942
Product 2,Dealer Group 8,2021,10,43,,2892
Product 3,Dealer Group 1,2021,10,43,,2
Product 9,Dealer Group 1,2021,10,43,,121
Product 5,Dealer Group 3,2021,10,43,,1
Product 2,Dealer Group 4,2021,10,43,,54
Product 6,Dealer Group 4,2021,10,43,,29
Product 6,Dealer Group 1,2021,10,43,,1949
Product 7,Dealer Group 1,2021,10,43,,0
Product 5,Dealer Group 6,2021,10,43,,15
Product 3,Dealer Group 2,2021,10,43,,8
Product 1,Dealer Group 6,2021,10,43,,63
Product 7,Dealer Group 6,2021,10,43,,0
Product 5,Dealer Group 8,2021,10,43,,89
Product 4,Dealer Group 3,2021,10,43,,0
Product 1,Dealer Group 2,2021,10,43,,2343
Product 5,Dealer Group 5,2021,10,43,,0
Product 8,Dealer Group 6,2021,10,43,,23
Product 9,Dealer Group 6,2021,10,43,,68
Product 8,Dealer Group 1,2021,10,43,,57
Product 1,Dealer Group 3,2021,10,43,,0
Product 6,Dealer Group 3,2021,10,43,,0
Product 3,Dealer Group 4,2021,10,43,,56
Product 5,Dealer Group 4,2021,10,43,,32
Product 7,Dealer Group 2,2021,10,43,,29
Product 9,Dealer Group 3,2021,10,43,,2
Product 5,Dealer Group 7,2021,10,43,,4
Product 2,Dealer Group 5,2021,10,43,,0
Product 7,Dealer Group 5,2021,10,43,,0
Product 7,Dealer Group 7,2021,10,43,,0
Product 6,Dealer Group 8,2021,10,43,,3914
Product 9,Dealer Group 4,2021,10,43,,7
Product 4,Dealer Group 8,2021,10,43,,1777
Product 8,Dealer Group 4,2021,10,43,,0
Product 5,Dealer Group 1,2021,10,43,,408
Product 3,Dealer Group 6,2021,10,43,,0
Product 9,Dealer Group 8,2021,10,43,,0
Product 2,Dealer Group 1,2021,10,43,,0
Product 8,Dealer Group 2,2021,10,43,,695
Product 3,Dealer Group 3,2021,10,43,,0
Product 6,Dealer Group 5,2021,10,43,,0
Product 6,Dealer Group 6,2021,10,43,,27
Product 8,Dealer Group 7,2021,10,43,,96
Product 4,Dealer Group 1,2021,10,43,,213
Product 3,Dealer Group 8,2021,10,43,,2551
Product 9,Dealer Group 2,2021,10,43,,416
Product 3,Dealer Group 5,2021,10,43,,0
Product 6,Dealer Group 2,2021,10,43,,1031
Product 7,Dealer Group 3,2021,10,43,,0
Product 4,Dealer Group 6,2021,10,43,,1
Product 3,Dealer Group 7,2021,10,43,,0
Product 2,Dealer Group 3,2021,10,43,,0
Product 7,Dealer Group 8,2021,10,43,,1078
Product 5,Dealer Group 2,2021,10,43,,840
Product 4,Dealer Group 4,2021,10,43,,0
Product 7,Dealer Group 4,2021,10,43,,1
Product 8,Dealer Group 3,2021,10,43,,0
Product 1,Dealer Group 4,2021,10,43,,0
Product 2,Dealer Group 2,2021,10,43,,1130
Product 6,Dealer Group 7,2021,10,43,,792
Product 2,Dealer Group 7,2021,10,43,,613
Product 4,Dealer Group 7,2021,10,43,,11
Product 1,Dealer Group 5,2021,10,43,,0
Product 9,Dealer Group 5,2021,10,43,,0
Product 2,Dealer Group 6,2021,10,43,,23
Product 1,Dealer Group 1,2021,10,43,,1842
Product 6,Dealer Group 3,2021,11,44,,1
Product 4,Dealer Group 5,2021,11,44,,0
Product 9,Dealer Group 1,2021,11,44,,78
Product 1,Dealer Group 2,2021,11,44,,2156
Product 8,Dealer Group 2,2021,11,44,,2918
Product 8,Dealer Group 7,2021,11,44,,246
Product 7,Dealer Group 1,2021,11,44,,0
Product 6,Dealer Group 2,2021,11,44,,963
Product 7,Dealer Group 5,2021,11,44,,0
Product 6,Dealer Group 8,2021,11,44,,4164
Product 9,Dealer Group 5,2021,11,44,,0
Product 7,Dealer Group 7,2021,11,44,,0
Product 3,Dealer Group 8,2021,11,44,,3953
Product 5,Dealer Group 2,2021,11,44,,818
Product 5,Dealer Group 5,2021,11,44,,0
Product 3,Dealer Group 1,2021,11,44,,0
Product 8,Dealer Group 1,2021,11,44,,654
Product 7,Dealer Group 2,2021,11,44,,19
Product 9,Dealer Group 3,2021,11,44,,1
Product 7,Dealer Group 6,2021,11,44,,0
Product 8,Dealer Group 5,2021,11,44,,0
Product 2,Dealer Group 2,2021,11,44,,1102
Product 9,Dealer Group 2,2021,11,44,,405
Product 3,Dealer Group 6,2021,11,44,,0
Product 4,Dealer Group 6,2021,11,44,,1
Product 5,Dealer Group 8,2021,11,44,,196
Product 5,Dealer Group 3,2021,11,44,,0
Product 6,Dealer Group 6,2021,11,44,,37
Product 3,Dealer Group 2,2021,11,44,,15
Product 9,Dealer Group 4,2021,11,44,,8
Product 9,Dealer Group 6,2021,11,44,,12
Product 9,Dealer Group 8,2021,11,44,,2
Product 5,Dealer Group 1,2021,11,44,,437
Product 2,Dealer Group 3,2021,11,44,,1
Product 3,Dealer Group 3,2021,11,44,,0
Product 7,Dealer Group 8,2021,11,44,,1024
Product 8,Dealer Group 3,2021,11,44,,0
Product 1,Dealer Group 6,2021,11,44,,51
Product 6,Dealer Group 1,2021,11,44,,1859
Product 4,Dealer Group 4,2021,11,44,,0
Product 5,Dealer Group 6,2021,11,44,,2
Product 4,Dealer Group 3,2021,11,44,,3
Product 3,Dealer Group 5,2021,11,44,,0
Product 3,Dealer Group 7,2021,11,44,,0
Product 4,Dealer Group 7,2021,11,44,,6
Product 6,Dealer Group 7,2021,11,44,,883
Product 1,Dealer Group 4,2021,11,44,,0
Product 8,Dealer Group 6,2021,11,44,,130
Product 2,Dealer Group 1,2021,11,44,,0
Product 7,Dealer Group 3,2021,11,44,,0
Product 2,Dealer Group 8,2021,11,44,,2949
Product 5,Dealer Group 4,2021,11,44,,33
Product 1,Dealer Group 5,2021,11,44,,0
Product 1,Dealer Group 7,2021,11,44,,1107
Product 5,Dealer Group 7,2021,11,44,,3
Product 4,Dealer Group 1,2021,11,44,,386
Product 7,Dealer Group 4,2021,11,44,,1
Product 2,Dealer Group 5,2021,11,44,,0
Product 4,Dealer Group 2,2021,11,44,,726
Product 3,Dealer Group 4,2021,11,44,,53
Product 2,Dealer Group 7,2021,11,44,,637
Product 4,Dealer Group 8,2021,11,44,,1755
Product 1,Dealer Group 3,2021,11,44,,1
Product 2,Dealer Group 6,2021,11,44,,132
Product 2,Dealer Group 4,2021,11,44,,52
Product 6,Dealer Group 4,2021,11,44,,38
Product 8,Dealer Group 4,2021,11,44,,0
Product 6,Dealer Group 5,2021,11,44,,0
Product 1,Dealer Group 8,2021,11,44,,0
Product 1,Dealer Group 1,2021,11,44,,1759
Product 6,Dealer Group 1,2021,11,45,,1907
Product 6,Dealer Group 3,2021,11,45,,2
Product 9,Dealer Group 8,2021,11,45,,4
Product 8,Dealer Group 1,2021,11,45,,461
Product 9,Dealer Group 5,2021,11,45,,0
Product 2,Dealer Group 6,2021,11,45,,23
Product 3,Dealer Group 2,2021,11,45,,12
Product 6,Dealer Group 2,2021,11,45,,1070
Product 6,Dealer Group 8,2021,11,45,,4013
Product 4,Dealer Group 3,2021,11,45,,2
Product 5,Dealer Group 4,2021,11,45,,35
Product 7,Dealer Group 6,2021,11,45,,1
Product 1,Dealer Group 7,2021,11,45,,1275
Product 5,Dealer Group 2,2021,11,45,,986
Product 8,Dealer Group 4,2021,11,45,,0
Product 7,Dealer Group 4,2021,11,45,,0
Product 8,Dealer Group 7,2021,11,45,,205
Product 1,Dealer Group 4,2021,11,45,,0
Product 4,Dealer Group 4,2021,11,45,,0
Product 9,Dealer Group 4,2021,11,45,,18
Product 8,Dealer Group 5,2021,11,45,,0
Product 5,Dealer Group 6,2021,11,45,,6
Product 7,Dealer Group 7,2021,11,45,,0
Product 2,Dealer Group 8,2021,11,45,,2850
Product 7,Dealer Group 8,2021,11,45,,1041
Product 2,Dealer Group 2,2021,11,45,,1197
Product 1,Dealer Group 2,2021,11,45,,2416
Product 2,Dealer Group 4,2021,11,45,,52
Product 6,Dealer Group 6,2021,11,45,,33
Product 6,Dealer Group 7,2021,11,45,,987
Product 5,Dealer Group 1,2021,11,45,,671
Product 7,Dealer Group 5,2021,11,45,,0
Product 2,Dealer Group 7,2021,11,45,,638
Product 4,Dealer Group 8,2021,11,45,,1775
Product 2,Dealer Group 1,2021,11,45,,0
Product 8,Dealer Group 6,2021,11,45,,24
Product 3,Dealer Group 1,2021,11,45,,1
Product 5,Dealer Group 3,2021,11,45,,0
Product 6,Dealer Group 4,2021,11,45,,46
Product 3,Dealer Group 7,2021,11,45,,0
Product 1,Dealer Group 8,2021,11,45,,0
Product 1,Dealer Group 1,2021,11,45,,2064
Product 1,Dealer Group 3,2021,11,45,,0
Product 1,Dealer Group 6,2021,11,45,,67
Product 3,Dealer Group 8,2021,11,45,,5919
Product 4,Dealer Group 1,2021,11,45,,424
Product 9,Dealer Group 2,2021,11,45,,411
Product 4,Dealer Group 6,2021,11,45,,1
Product 9,Dealer Group 6,2021,11,45,,18
Product 4,Dealer Group 7,2021,11,45,,7
Product 8,Dealer Group 3,2021,11,45,,0
Product 3,Dealer Group 3,2021,11,45,,0
Product 5,Dealer Group 5,2021,11,45,,0
Product 8,Dealer Group 2,2021,11,45,,1734
Product 7,Dealer Group 2,2021,11,45,,24
Product 4,Dealer Group 5,2021,11,45,,0
Product 3,Dealer Group 6,2021,11,45,,1
Product 7,Dealer Group 3,2021,11,45,,0
Product 3,Dealer Group 4,2021,11,45,,68
Product 2,Dealer Group 5,2021,11,45,,0
Product 5,Dealer Group 8,2021,11,45,,247
Product 9,Dealer Group 1,2021,11,45,,56
Product 9,Dealer Group 3,2021,11,45,,2
Product 3,Dealer Group 5,2021,11,45,,0
Product 6,Dealer Group 5,2021,11,45,,0
Product 2,Dealer Group 3,2021,11,45,,0
Product 1,Dealer Group 5,2021,11,45,,0
Product 7,Dealer Group 1,2021,11,45,,0
Product 4,Dealer Group 2,2021,11,45,,793
Product 5,Dealer Group 7,2021,11,45,,3
Product 6,Dealer Group 1,2021,11,46,,2388
Product 1,Dealer Group 1,2021,11,46,,2539
Product 8,Dealer Group 2,2021,11,46,,2556
Product 1,Dealer Group 5,2021,11,46,,0
Product 2,Dealer Group 5,2021,11,46,,0
Product 1,Dealer Group 6,2021,11,46,,75
Product 3,Dealer Group 5,2021,11,46,,0
Product 9,Dealer Group 8,2021,11,46,,12
Product 2,Dealer Group 1,2021,11,46,,0
Product 7,Dealer Group 6,2021,11,46,,0
Product 8,Dealer Group 7,2021,11,46,,147
Product 3,Dealer Group 2,2021,11,46,,13
Product 4,Dealer Group 2,2021,11,46,,850
Product 9,Dealer Group 3,2021,11,46,,3
Product 9,Dealer Group 4,2021,11,46,,14
Product 1,Dealer Group 4,2021,11,46,,0
Product 4,Dealer Group 4,2021,11,46,,0
Product 5,Dealer Group 7,2021,11,46,,0
Product 3,Dealer Group 4,2021,11,46,,58
Product 4,Dealer Group 5,2021,11,46,,0
Product 3,Dealer Group 6,2021,11,46,,0
Product 4,Dealer Group 7,2021,11,46,,-3
Product 4,Dealer Group 8,2021,11,46,,2161
Product 9,Dealer Group 1,2021,11,46,,235
Product 5,Dealer Group 3,2021,11,46,,1
Product 6,Dealer Group 4,2021,11,46,,31
Product 6,Dealer Group 7,2021,11,46,,1046
Product 3,Dealer Group 8,2021,11,46,,5515
Product 6,Dealer Group 5,2021,11,46,,0
Product 2,Dealer Group 6,2021,11,46,,24
Product 4,Dealer Group 1,2021,11,46,,441
Product 3,Dealer Group 3,2021,11,46,,0
Product 5,Dealer Group 2,2021,11,46,,970
Product 7,Dealer Group 4,2021,11,46,,0
Product 6,Dealer Group 6,2021,11,46,,54
Product 2,Dealer Group 2,2021,11,46,,1457
Product 1,Dealer Group 3,2021,11,46,,0
Product 4,Dealer Group 3,2021,11,46,,2
Product 6,Dealer Group 3,2021,11,46,,0
Product 5,Dealer Group 6,2021,11,46,,2
Product 9,Dealer Group 6,2021,11,46,,87
Product 3,Dealer Group 7,2021,11,46,,0
Product 9,Dealer Group 5,2021,11,46,,0
Product 2,Dealer Group 7,2021,11,46,,451
Product 2,Dealer Group 8,2021,11,46,,2848
